統計起始日,上映日期,中文片名,國別地區,上映院數,累計銷售票數,累計銷售金額
2021/03/29,2021/03/26,窗邊上的玫瑰 經典數位修復,西班牙,7,388,"79,655"
2021/03/29,2021/03/24,哥吉拉大戰金剛,美國,97,"1,087,105","278,025,892"
2021/03/29,2021/03/19,游牧人生,美國,40,"38,030","9,054,719"
2021/03/29,2021/03/19,愛.殺,中華民國,17,"4,753","1,104,729"
2021/03/29,2021/03/19,西西里恐怖故事,義大利,31,"5,822","1,391,498"
2021/03/29,2021/03/19,鳴鳥不飛：Don’t stay gold,日本,17,"4,140","662,830"
2021/03/29,2021/03/19,動保蝙蝠俠,中華民國,6,"1,589","219,190"
2021/03/29,2021/03/19,削瘦的靈魂,中華民國,9,"1,529","344,599"
2021/03/29,2021/03/19,前田建設奇幻營業部,日本,26,"3,251","751,554"
2021/03/29,2021/03/19,父愁者聯盟,德國,34,"3,887","889,343"
2021/03/29,2021/03/19,太陽不會動,日本,29,"3,036","679,502"
2021/03/29,2021/03/19,老娘演很大,美國,31,"2,965","691,877"
2021/03/29,2021/03/19,孩子別哭,南韓,25,"1,809","405,373"
2021/03/29,2021/03/19,愛情瞎攪禍,美國,12,"1,132","253,526"
2021/03/29,2021/03/19,小說之神,日本,6,750,"176,860"
2021/03/29,2021/03/19,兩人之間,法國,6,"1,015","214,677"
2021/03/29,2021/03/19,聲魔入侵,阿根廷,3,327,"75,918"
2021/03/29,2021/03/12,花漾女子,美國,74,"30,099","7,098,845"
2021/03/29,2021/03/12,波麗萊多里鬼屋,英國,42,"22,256","5,230,023"
2021/03/29,2021/03/12,尼泊爾布思議,中華民國,4,"1,982","281,120"
2021/03/29,2021/03/12,揭大歡喜,中華民國,27,"9,882","2,256,534"
2021/03/29,2021/03/12,今天決定我愛你,南韓,25,"13,179","3,083,903"
2021/03/29,2021/03/12,間諜之妻,日本,7,"4,024","896,032"
2021/03/29,2021/03/12,終極異噬界,美國,26,"9,784","2,212,770"
2021/03/29,2021/03/12,魔坑,美國,1,"4,436","1,039,041"
2021/03/29,2021/03/12,春風化雨,美國,2,940,"210,829"
2021/03/29,2021/03/05,尋龍使者：拉雅,美國,94,"230,907","55,916,988"
2021/03/29,2021/03/05,醉好的時光,丹麥,16,"14,693","3,449,572"
2021/03/29,2021/03/05,淺田家！,日本,28,"22,701","5,366,767"
2021/03/29,2021/03/05,噪反,英國,66,"71,514","17,234,820"
2021/03/29,2021/03/05,東經北緯,中華民國,11,"12,463","2,942,888"
2021/03/29,2021/03/05,Fate/Grand Order-神聖圓桌領域卡美洛-Wandering; Agateram,日本,13,"14,000","3,482,211"
2021/03/29,2021/03/05,鬼故事收藏館,美國,12,"12,830","2,966,983"
2021/03/29,2021/03/05,弒樂園,美國,2,"4,278","1,022,900"
2021/03/29,2021/03/05,聽見臺灣,中華民國,2,"2,383","499,405"
2021/03/29,2021/02/26,詐欺女王,英國,33,"69,703","17,037,612"
2021/03/29,2021/02/26,銀魂 THE FINAL,日本,22,"39,670","9,515,225"
2021/03/29,2021/02/26,名偵探柯南：緋色的不在場證明,日本,38,"78,632","19,157,336"
2021/03/29,2021/02/26,複身犯,中華民國,6,"61,699","14,565,811"
2021/03/29,2021/02/26,澪之料理帖,日本,1,"1,690","349,790"
2021/03/29,2021/02/26,100%小狼人,德國,4,"22,419","5,173,642"
2021/03/29,2021/02/26,夏目友人帳 特別上映版:喚石與可疑訪客,日本,15,"22,620","5,373,816"
2021/03/29,2021/02/26,刺殺小說家,中國大陸,3,"15,765","3,793,289"
2021/03/29,2021/02/26,伏魔殿,中華民國,1,"1,981","317,010"
2021/03/29,2021/02/26,竊聽風暴,德國,1,"3,343","734,719"
2021/03/29,2021/02/26,晨曦將至,日本,1,"2,161","456,442"
2021/03/29,2021/02/19,墮落天使  4K數位修復版,香港,2,"10,486","2,563,553"
2021/03/29,2021/02/19,結婚計念日,美國,2,"10,150","2,324,806"
2021/03/29,2021/02/19,超時空甩尾 經典重映,日本,1,"6,028","1,558,566"
2021/03/29,2021/02/10,STAND BY ME 哆啦A夢2,日本,15,"167,564","41,086,999"
2021/03/29,2021/02/10,偷天行動,英國,5,"9,010","2,046,935"
2021/03/29,2021/02/10,男兒王,新加坡,6,"15,333","3,426,492"
2021/03/29,2021/02/10,我沒有談的那場戀愛,中華民國,8,"158,542","37,908,772"
2021/03/29,2021/02/10,銀龍出任務,匈牙利,1,"16,355","3,786,051"
2021/03/29,2021/02/05,角頭－浪流連,中華民國,59,"682,845","161,643,614"
2021/03/29,2021/02/05,諾亞方舟大冒險,德國,3,"8,821","1,906,125"
2021/03/29,2021/01/29,海豚總動員,俄羅斯,5,"11,145","2,336,128"
2021/03/29,2021/01/29,幽靈戰場,美國,6,"2,670","463,584"
2021/03/29,2021/01/29,騙騙愛上你,泰國,1,"8,137","1,860,768"
2021/03/29,2021/01/29,無邪,伊朗,1,"3,496","761,916"
2021/03/29,2021/01/29,緝魂,中華民國,1,"212,845","50,630,309"
2021/03/29,2021/01/28,細物警探,美國,6,"46,379","10,791,757"
2021/03/29,2021/01/22,她們玩到掛,西班牙,1,892,"175,875"
2021/03/29,2021/01/20,約定的夢幻島,日本,1,"33,825","8,035,721"
2021/03/29,2021/01/20,喬瑟與虎與魚群動畫版,日本,1,"83,994","20,463,021"
2021/03/29,2021/01/19,《屁屁偵探：咖哩香料事件》 《屁屁偵探：瓢蟲遺跡之謎》,日本,2,"49,757","11,625,234"
2021/03/29,2021/01/15,馬德里金庫盜數90分鐘,美國,5,"116,618","27,259,867"
2021/03/29,2021/01/15,死亡醫生的遺產-BLACK FILE-,日本,4,"10,686","2,431,447"
2021/03/29,2021/01/15,蠢蛋告別式,法國,3,"1,818","310,505"
2021/03/29,2021/01/15,冰血驚魂,美國,1,"1,661","258,285"
2021/03/29,2021/01/15,一步一步的愛,日本,1,786,"166,494"
2021/03/29,2020/12/31,拆彈專家2,香港,7,"386,554","91,495,679"
2021/03/29,2020/12/31,杏林醫院,中華民國,3,"128,150","29,335,206"
2021/03/29,2020/12/31,空中謎航,美國,1,"7,482","1,341,044"
2021/03/29,2020/12/25,靈魂急轉彎,美國,8,"764,844","184,395,494"
2021/03/29,2020/12/24,真愛鄰距離,美國,2,"6,690","1,386,681"
2021/03/29,2020/12/24,腿,中華民國,3,"34,429","7,860,920"
2021/03/29,2020/12/17,神力女超人1984,美國,8,"985,045","249,391,137"
2021/03/29,2020/12/11,求婚好意外,美國,1,"27,042","6,122,697"
2021/03/29,2020/12/04,魔物獵人,美國,3,"426,931","100,803,483"
2021/03/29,2020/12/04,親愛的殺手,中華民國,2,"28,230","6,453,724"
2021/03/29,2020/11/27,古魯家族：新石代,美國,2,"78,263","17,218,502"
2021/03/29,2020/11/27,緝毒風暴,伊朗,1,"3,137","615,130"
2021/03/29,2020/10/30,鬼滅之刃劇場版 無限列車篇,日本,7,"2,599,702","633,952,884"
2021/03/29,2020/10/23,親愛的房客,中華民國,2,"164,241","38,721,392"
2021/03/29,2020/09/30,紫羅蘭永恆花園電影版,日本,2,"110,900","27,696,660"
2021/03/29,2019/02/04,哈柏太空之旅 3D,加拿大,1,746,"109,300"
2021/03/29,2019/02/03,深海獵奇 3D,加拿大,1,"1,469","180,679"
2021/04/05,2021/04/02,南巫,馬來西亞,18,"5,950","1,405,470"
2021/04/05,2021/04/01,當男人戀愛時,中華民國,99,"669,805","159,376,827"
2021/04/05,2021/04/01,無名弒,美國,92,"85,485","20,052,440"
2021/04/05,2021/04/01,煙囪小鎮的普佩,日本,52,"17,663","4,189,773"
2021/04/05,2021/04/01,男人與他的海,中華民國,30,"9,617","2,151,453"
2021/04/05,2021/04/01,衝鋒戰士 劇場版：恐龍世代,南韓,26,"7,193","1,699,640"
2021/04/05,2021/04/01,誰殺了大個子,美國,62,"6,069","1,397,422"
2021/04/05,2021/04/01,警慌失措,法國,36,"6,323","1,476,821"
2021/04/05,2021/04/01,神鬼網戰,美國,38,"5,179","1,185,206"
2021/04/05,2021/04/01,青春電幻物語：數位修復版,日本,16,"3,008","689,453"
2021/04/05,2021/04/01,BTS崛起傳奇,英國,31,"1,958","488,970"
2021/04/05,2021/04/01,盡孝的滋味,南韓,9,496,"99,490"
2021/04/05,2021/04/01,綑著你，困著我 經典數位修復,西班牙,7,503,"102,900"
2021/04/05,2021/04/01,愛慾情狂 經典數位修復,西班牙,8,433,"88,134"
2021/04/05,2021/04/01,愛在地平線,德國,12,273,"55,000"
2021/04/05,2021/04/01,最後的愛人,日本,3,21,"4,490"
2021/04/05,2021/03/26,令人討厭的松子的一生,日本,18,"8,089","1,955,119"
2021/04/05,2021/03/26,波斯語課,白俄羅斯,18,"7,592","1,768,354"
2021/04/05,2021/03/26,盜夢偵探,英國,16,"4,249","1,074,617"
2021/04/05,2021/03/26,歡樂時光,日本,5,830,"198,068"
2021/04/05,2021/03/26,巴黎星空下,法國,7,"1,141","241,725"
2021/04/05,2021/03/26,夜遊實驚秀,泰國,13,"2,090","499,505"
2021/04/05,2021/03/26,窗邊上的玫瑰 經典數位修復,西班牙,6,463,"94,855"
2021/04/05,2021/03/26,我的親親小妹,德國,4,318,"64,468"
2021/04/05,2021/03/24,哥吉拉大戰金剛,美國,97,"1,290,057","329,996,622"
2021/04/05,2021/03/19,游牧人生,美國,40,"45,297","10,808,897"
2021/04/05,2021/03/19,愛.殺,中華民國,10,"5,200","1,221,207"
2021/04/05,2021/03/19,動保蝙蝠俠,中華民國,4,"2,069","295,830"
2021/04/05,2021/03/19,削瘦的靈魂,中華民國,7,"1,778","403,094"
2021/04/05,2021/03/19,鳴鳥不飛：Don’t stay gold,日本,14,"4,373","700,590"
2021/04/05,2021/03/19,前田建設奇幻營業部,日本,2,"3,339","773,609"
2021/04/05,2021/03/19,太陽不會動,日本,2,"3,097","693,397"
2021/04/05,2021/03/19,西西里恐怖故事,義大利,8,"5,874","1,404,988"
2021/04/05,2021/03/19,老娘演很大,美國,1,"2,981","695,162"
2021/04/05,2021/03/19,孩子別哭,南韓,1,"1,812","406,143"
2021/04/05,2021/03/19,父愁者聯盟,德國,1,"3,888","889,583"
2021/04/05,2021/03/12,花漾女子,美國,25,"30,524","7,203,073"
2021/04/05,2021/03/12,尼泊爾布思議,中華民國,2,"2,192","314,720"
2021/04/05,2021/03/12,波麗萊多里鬼屋,英國,9,"22,374","5,258,087"
2021/04/05,2021/03/12,揭大歡喜,中華民國,4,"10,003","2,284,056"
2021/04/05,2021/03/12,間諜之妻,日本,4,"4,128","920,142"
2021/04/05,2021/03/12,今天決定我愛你,南韓,2,"13,201","3,088,493"
2021/04/05,2021/03/12,倒數第N次分手,西班牙,1,402,"85,414"
2021/04/05,2021/03/12,終極異噬界,美國,3,"9,797","2,215,430"
2021/04/05,2021/03/05,尋龍使者：拉雅,美國,80,"243,366","58,872,196"
2021/04/05,2021/03/05,醉好的時光,丹麥,10,"15,769","3,708,079"
2021/04/05,2021/03/05,淺田家！,日本,11,"23,055","5,449,431"
2021/04/05,2021/03/05,噪反,英國,12,"71,613","17,257,216"
2021/04/05,2021/03/05,東經北緯,中華民國,4,"12,508","2,953,698"
2021/04/05,2021/03/05,Fate/Grand Order-神聖圓桌領域卡美洛-Wandering; Agateram,日本,1,"14,029","3,488,631"
2021/04/05,2021/03/05,聽見臺灣,中華民國,2,"2,485","521,900"
2021/04/05,2021/02/26,銀魂 THE FINAL,日本,10,"40,066","9,614,873"
2021/04/05,2021/02/26,澪之料理帖,日本,1,"1,793","373,770"
2021/04/05,2021/02/26,詐欺女王,英國,9,"69,763","17,053,262"
2021/04/05,2021/02/26,100%小狼人,德國,2,"22,470","5,185,908"
2021/04/05,2021/02/26,複身犯,中華民國,1,"61,742","14,576,088"
2021/04/05,2021/02/26,刺殺小說家,中國大陸,2,"15,800","3,799,509"
2021/04/05,2021/02/26,夏目友人帳 特別上映版:喚石與可疑訪客,日本,3,"22,646","5,379,412"
2021/04/05,2021/02/19,結婚計念日,美國,5,"10,449","2,352,621"
2021/04/05,2021/02/19,超時空甩尾 經典重映,日本,1,"6,032","1,559,246"
2021/04/05,2021/02/10,STAND BY ME 哆啦A夢2,日本,7,"167,957","41,179,918"
2021/04/05,2021/02/10,金不厭詐,中華民國,1,"5,938","1,329,054"
2021/04/05,2021/02/10,偷天行動,英國,5,"9,412","2,076,665"
2021/04/05,2021/02/10,男兒王,新加坡,5,"15,523","3,443,512"
2021/04/05,2021/02/10,跟你老婆去旅行,中華民國,1,"55,429","13,075,995"
2021/04/05,2021/02/10,我沒有談的那場戀愛,中華民國,1,"158,551","37,910,818"
2021/04/05,2021/02/05,角頭－浪流連,中華民國,15,"683,137","161,708,385"
2021/04/05,2021/02/05,諾亞方舟大冒險,德國,3,"9,477","1,942,590"
2021/04/05,2021/02/01,大鼻子情聖,英國,4,703,"477,880"
2021/04/05,2021/01/29,海豚總動員,俄羅斯,4,"11,623","2,365,278"
2021/04/05,2021/01/29,騙騙愛上你,泰國,5,"8,448","1,883,583"
2021/04/05,2021/01/29,幽靈戰場,美國,3,"2,737","470,739"
2021/04/05,2021/01/29,無邪,伊朗,1,"3,508","763,756"
2021/04/05,2021/01/28,細物警探,美國,6,"46,777","10,831,507"
2021/04/05,2021/01/22,想見你的愛,日本,4,"17,918","4,281,947"
2021/04/05,2021/01/22,她們玩到掛,西班牙,1,936,"179,735"
2021/04/05,2021/01/20,約定的夢幻島,日本,1,"33,869","8,042,441"
2021/04/05,2021/01/19,《屁屁偵探：咖哩香料事件》 《屁屁偵探：瓢蟲遺跡之謎》,日本,2,"49,814","11,639,680"
2021/04/05,2021/01/16,議事錄,英國,1,358,"228,680"
2021/04/05,2021/01/15,馬德里金庫盜數90分鐘,美國,6,"117,756","27,340,762"
2021/04/05,2021/01/15,死亡醫生的遺產-BLACK FILE-,日本,3,"10,806","2,442,762"
2021/04/05,2021/01/15,蠢蛋告別式,法國,3,"1,892","315,290"
2021/04/05,2021/01/15,凶宅怪談,日本,1,"11,392","2,644,804"
2021/04/05,2021/01/15,戰馬,英國,1,714,"480,080"
2021/04/05,2021/01/15,千年女優 4K 數位修復版,日本,1,"9,791","2,481,090"
2021/04/05,2020/12/31,拆彈專家2,香港,7,"387,890","91,603,279"
2021/04/05,2020/12/31,杏林醫院,中華民國,1,"128,164","29,337,286"
2021/04/05,2020/12/25,靈魂急轉彎,美國,3,"764,977","184,429,006"
2021/04/05,2020/12/24,真愛鄰距離,美國,1,"6,758","1,392,981"
2021/04/05,2020/12/17,神力女超人1984,美國,7,"985,514","249,428,197"
2021/04/05,2020/12/11,信用詐欺師JP:公主篇,日本,1,"24,704","5,665,898"
2021/04/05,2020/12/11,求婚好意外,美國,1,"27,073","6,126,107"
2021/04/05,2020/11/27,古魯家族：新石代,美國,2,"78,413","17,228,282"
2021/04/05,2020/11/27,緝毒風暴,伊朗,1,"3,162","617,900"
2021/04/05,2020/10/30,鬼滅之刃劇場版 無限列車篇,日本,3,"2,600,019","634,033,776"
2021/04/05,2020/10/23,親愛的房客,中華民國,1,"164,266","38,724,142"
2021/04/05,2020/10/07,一家之主,中華民國,1,207,"44,585"
2021/04/05,2020/09/30,刻在你心底的名字,中華民國,1,"441,627","103,428,310"
2021/04/05,2020/09/30,紫羅蘭永恆花園電影版,日本,1,"110,910","27,700,324"
2021/04/05,2019/02/04,哈柏太空之旅 3D,加拿大,1,746,"109,300"
2021/04/05,2019/02/03,深海獵奇 3D,加拿大,1,"1,469","180,679"
2021/04/05,2013/08/30,顫抖的慾望 經典數位修復,西班牙,6,598,"120,550"
2021/04/12,2021/04/12,永生戰,南韓,92,"107,616","25,628,060"
2021/04/12,2021/04/10,動物哇哈哈-鱷魚先生的煩惱/小島進行曲/咩咩雲朵綿羊雨/哈布洛先生/小小人大世界: 大頭照/浪人劍客的傳說/累得像狗一樣/完美的客人/女孩一點靈/翔去打獵/動物哇哈哈-牛姊姊的衣裳/《下課時間》：滑桿的最高處,盧森堡/阿根廷/俄羅斯/美國/中華民國/澳洲,3,83,"8,999"
2021/04/12,2021/04/09,鐵幕行動,英國,51,"23,429","5,651,936"
2021/04/12,2021/04/09,郵差,義大利,22,"3,879","864,116"
2021/04/12,2021/04/09,友你真好,美國,32,"2,274","504,176"
2021/04/12,2021/04/09,一場大火之後,羅馬尼亞,12,"1,353","290,178"
2021/04/12,2021/04/09,多肉女子生存之道,中華民國,6,"1,291","165,500"
2021/04/12,2021/04/09,私刑救援,美國,20,"1,471","330,401"
2021/04/12,2021/04/09,殺戮輪迴,美國,31,"1,018","229,131"
2021/04/12,2021/04/09,歡樂時光,日本,6,644,"143,695"
2021/04/12,2021/04/09,淚水成鹽,法國,8,456,"92,875"
2021/04/12,2021/04/09,戀愛腦內諮商室,日本,9,670,"153,775"
2021/04/12,2021/04/09,朋友的媽媽是美嬌妻,日本,3,29,"6,050"
2021/04/12,2021/04/08,真人快打,美國,96,"100,374","24,550,791"
2021/04/12,2021/04/08,逐夢練習曲,南韓,12,"5,788","1,390,445"
2021/04/12,2021/04/02,南巫,馬來西亞,13,"7,109","1,675,977"
2021/04/12,2021/04/01,當男人戀愛時,中華民國,99,"1,083,515","258,276,451"
2021/04/12,2021/04/01,無名弒,美國,90,"97,845","22,978,250"
2021/04/12,2021/04/01,男人與他的海,中華民國,27,"15,367","3,466,457"
2021/04/12,2021/04/01,煙囪小鎮的普佩,日本,44,"18,672","4,427,427"
2021/04/12,2021/04/01,青春電幻物語：數位修復版,日本,10,"3,720","854,098"
2021/04/12,2021/04/01,衝鋒戰士 劇場版：恐龍世代,南韓,20,"7,729","1,821,429"
2021/04/12,2021/04/01,誰殺了大個子,美國,31,"6,310","1,450,117"
2021/04/12,2021/04/01,警慌失措,法國,20,"6,476","1,510,203"
2021/04/12,2021/04/01,神鬼網戰,美國,17,"5,323","1,218,291"
2021/04/12,2021/04/01,BTS崛起傳奇,英國,9,"2,004","499,864"
2021/04/12,2021/04/01,綑著你，困著我 經典數位修復,西班牙,4,544,"111,730"
2021/04/12,2021/04/01,愛慾情狂 經典數位修復,西班牙,4,470,"95,894"
2021/04/12,2021/04/01,盡孝的滋味,南韓,3,527,"105,700"
2021/04/12,2021/03/26,令人討厭的松子的一生,日本,11,"8,863","2,136,832"
2021/04/12,2021/03/26,波斯語課,白俄羅斯,8,"8,144","1,890,474"
2021/04/12,2021/03/26,盜夢偵探,英國,12,"4,438","1,120,487"
2021/04/12,2021/03/26,歡樂時光,日本,3,947,"226,448"
2021/04/12,2021/03/26,夜遊實驚秀,泰國,1,"2,170","516,305"
2021/04/12,2021/03/26,窗邊上的玫瑰 經典數位修復,西班牙,3,474,"97,250"
2021/04/12,2021/03/26,顫抖的慾望 經典數位修復,西班牙,3,603,"121,730"
2021/04/12,2021/03/24,哥吉拉大戰金剛,美國,97,"1,349,337","345,156,462"
2021/04/12,2021/03/19,游牧人生,美國,40,"49,170","11,713,868"
2021/04/12,2021/03/19,動保蝙蝠俠,中華民國,2,"2,444","349,750"
2021/04/12,2021/03/19,削瘦的靈魂,中華民國,3,"1,892","428,524"
2021/04/12,2021/03/19,愛.殺,中華民國,4,"5,280","1,242,272"
2021/04/12,2021/03/19,鳴鳥不飛：Don’t stay gold,日本,13,"4,421","708,270"
2021/04/12,2021/03/19,愛情瞎攪禍,美國,1,"1,160","258,006"
2021/04/12,2021/03/19,前田建設奇幻營業部,日本,1,"3,355","777,189"
2021/04/12,2021/03/19,太陽不會動,日本,1,"3,112","696,697"
2021/04/12,2021/03/12,花漾女子,美國,12,"30,712","7,247,724"
2021/04/12,2021/03/12,間諜之妻,日本,1,"4,160","927,892"
2021/04/12,2021/03/12,尼泊爾布思議,中華民國,1,"2,268","320,800"
2021/04/12,2021/03/12,倒數第N次分手,西班牙,1,428,"89,314"
2021/04/12,2021/03/12,我愛你，你愛她，她愛他,法國,1,"1,142","246,051"
2021/04/12,2021/03/12,揭大歡喜,中華民國,1,"10,008","2,285,156"
2021/04/12,2021/03/12,波麗萊多里鬼屋,英國,1,"22,378","5,259,047"
2021/04/12,2021/03/05,尋龍使者：拉雅,美國,60,"245,643","59,398,707"
2021/04/12,2021/03/05,醉好的時光,丹麥,7,"16,200","3,812,344"
2021/04/12,2021/03/05,東經北緯,中華民國,4,"12,824","3,021,438"
2021/04/12,2021/03/05,淺田家！,日本,4,"23,154","5,471,711"
2021/04/12,2021/03/05,聽見臺灣,中華民國,2,"2,537","532,775"
2021/04/12,2021/03/05,Fate/Grand Order-神聖圓桌領域卡美洛-Wandering; Agateram,日本,1,"14,032","3,489,341"
2021/04/12,2021/03/05,噪反,英國,1,"71,613","17,257,216"
2021/04/12,2021/02/26,澪之料理帖,日本,1,"1,847","386,065"
2021/04/12,2021/02/26,銀魂 THE FINAL,日本,2,"40,099","9,623,458"
2021/04/12,2021/02/26,刺殺小說家,中國大陸,1,"15,845","3,806,439"
2021/04/12,2021/02/26,夏目友人帳 特別上映版:喚石與可疑訪客,日本,1,"22,661","5,382,542"
2021/04/12,2021/02/26,100%小狼人,德國,1,"22,472","5,186,418"
2021/04/12,2021/02/19,結婚計念日,美國,5,"10,726","2,375,676"
2021/04/12,2021/02/10,跟你老婆去旅行,中華民國,4,"55,745","13,098,840"
2021/04/12,2021/02/10,STAND BY ME 哆啦A夢2,日本,4,"168,051","41,200,333"
2021/04/12,2021/02/10,偷天行動,英國,3,"9,585","2,086,920"
2021/04/12,2021/02/10,男兒王,新加坡,3,"15,560","3,448,162"
2021/04/12,2021/02/05,角頭－浪流連,中華民國,7,"683,214","161,725,715"
2021/04/12,2021/02/05,諾亞方舟大冒險,德國,3,"9,799","1,959,810"
2021/04/12,2021/02/05,我啊，走自己的路,日本,1,"3,455","716,961"
2021/04/12,2021/01/29,緝魂,中華民國,7,"213,389","50,676,219"
2021/04/12,2021/01/29,騙騙愛上你,泰國,5,"8,777","1,908,443"
2021/04/12,2021/01/29,海豚總動員,俄羅斯,3,"11,806","2,374,973"
2021/04/12,2021/01/29,馬里蓋拉：革命先鋒,巴西,1,250,"47,670"
2021/04/12,2021/01/28,細物警探,美國,6,"47,077","10,860,187"
2021/04/12,2021/01/22,想見你的愛,日本,5,"18,232","4,306,517"
2021/04/12,2021/01/22,她們玩到掛,西班牙,1,988,"184,315"
2021/04/12,2021/01/20,約定的夢幻島,日本,2,"33,904","8,047,861"
2021/04/12,2021/01/19,《屁屁偵探：咖哩香料事件》 《屁屁偵探：瓢蟲遺跡之謎》,日本,1,"49,823","11,641,815"
2021/04/12,2021/01/15,馬德里金庫盜數90分鐘,美國,7,"118,421","27,391,697"
2021/04/12,2021/01/15,倫敦生活,英國,2,700,"484,760"
2021/04/12,2021/01/15,死亡醫生的遺產-BLACK FILE-,日本,1,"10,880","2,451,272"
2021/04/12,2021/01/15,戰馬,英國,3,725,"488,440"
2021/04/12,2021/01/15,凶宅怪談,日本,1,"11,433","2,650,864"
2021/04/12,2020/12/31,拆彈專家2,香港,8,"388,681","91,668,179"
2021/04/12,2020/12/25,靈魂急轉彎,美國,1,"764,985","184,431,046"
2021/04/12,2020/12/17,神力女超人1984,美國,5,"985,726","249,443,902"
2021/04/12,2020/12/11,求婚好意外,美國,1,"27,099","6,128,967"
2021/04/12,2020/10/30,鬼滅之刃劇場版 無限列車篇,日本,3,"2,600,238","634,089,576"
2021/04/12,2020/10/23,親愛的房客,中華民國,1,"164,291","38,726,892"
2021/04/12,2020/09/30,紫羅蘭永恆花園電影版,日本,1,"110,917","27,701,564"
2021/04/12,2019/02/04,哈柏太空之旅 3D,加拿大,1,746,"109,300"
2021/04/12,2019/02/03,深海獵奇 3D,加拿大,1,"1,473","181,279"
2021/04/12,2003/08/01,千年女優 4K 數位修復版,日本,1,"9,803","2,482,710"
2021/04/19,2021/04/16,聽見歌 再唱,中華民國,98,"172,274","39,964,636"
2021/04/19,2021/04/16,名偵探柯南 緋色的彈丸,日本,98,"197,479","46,807,978"
2021/04/19,2021/04/16,劇場版 假面騎士ZERO-ONE REAL×TIME+劇場短篇 假面騎士聖刃 不死鳥的劍士與破滅之書,日本,12,"8,018","2,033,925"
2021/04/19,2021/04/16,樹海村,日本,41,"6,741","1,600,954"
2021/04/19,2021/04/16,佳麗村三姊妹,法國,14,784,"172,051"
2021/04/19,2021/04/16,跟著奈良美智去旅行 經典重映,日本,12,882,"191,373"
2021/04/19,2021/04/16,暖心龍蝦湯,冰島,4,513,"115,821"
2021/04/19,2021/04/16,純情學生俏家教,日本,3,36,"7,310"
2021/04/19,2021/04/12,永生戰,南韓,92,"158,999","37,860,379"
2021/04/19,2021/04/09,鐵幕行動,英國,50,"27,451","6,659,792"
2021/04/19,2021/04/09,郵差,義大利,20,"5,259","1,165,340"
2021/04/19,2021/04/09,一場大火之後,羅馬尼亞,10,"2,033","438,351"
2021/04/19,2021/04/09,多肉女子生存之道,中華民國,6,"1,933","268,140"
2021/04/19,2021/04/09,歡樂時光,日本,4,805,"179,200"
2021/04/19,2021/04/09,友你真好,美國,10,"2,411","531,967"
2021/04/19,2021/04/09,淚水成鹽,法國,4,552,"111,675"
2021/04/19,2021/04/09,私刑救援,美國,7,"1,532","344,441"
2021/04/19,2021/04/09,戀愛腦內諮商室,日本,4,721,"166,490"
2021/04/19,2021/04/09,殺戮輪迴,美國,7,"1,042","234,586"
2021/04/19,2021/04/08,真人快打,美國,96,"116,245","28,477,999"
2021/04/19,2021/04/08,逐夢練習曲,南韓,12,"6,349","1,525,887"
2021/04/19,2021/04/02,南巫,馬來西亞,8,"7,888","1,861,622"
2021/04/19,2021/04/01,當男人戀愛時,中華民國,99,"1,380,074","329,450,716"
2021/04/19,2021/04/01,無名弒,美國,74,"102,607","24,136,650"
2021/04/19,2021/04/01,男人與他的海,中華民國,21,"20,210","4,564,219"
2021/04/19,2021/04/01,青春電幻物語：數位修復版,日本,5,"4,080","941,333"
2021/04/19,2021/04/01,衝鋒戰士 劇場版：恐龍世代,南韓,8,"7,989","1,881,610"
2021/04/19,2021/04/01,煙囪小鎮的普佩,日本,14,"18,862","4,472,708"
2021/04/19,2021/04/01,神鬼網戰,美國,2,"5,344","1,222,786"
2021/04/19,2021/04/01,盡孝的滋味,南韓,2,543,"109,290"
2021/04/19,2021/04/01,誰殺了大個子,美國,3,"6,323","1,453,152"
2021/04/19,2021/04/01,BTS崛起傳奇,英國,2,"2,011","501,369"
2021/04/19,2021/04/01,警慌失措,法國,2,"6,482","1,511,555"
2021/04/19,2021/03/26,令人討厭的松子的一生,日本,8,"9,316","2,243,372"
2021/04/19,2021/03/26,波斯語課,白俄羅斯,4,"8,378","1,942,374"
2021/04/19,2021/03/26,盜夢偵探,英國,3,"4,521","1,144,587"
2021/04/19,2021/03/26,歡樂時光,日本,1,981,"234,218"
2021/04/19,2021/03/26,顫抖的慾望 經典數位修復,西班牙,1,606,"122,260"
2021/04/19,2021/03/24,哥吉拉大戰金剛,美國,97,"1,379,198","352,933,021"
2021/04/19,2021/03/19,游牧人生,美國,40,"52,256","12,448,367"
2021/04/19,2021/03/19,削瘦的靈魂,中華民國,5,"2,180","489,804"
2021/04/19,2021/03/19,愛.殺,中華民國,2,"5,352","1,261,617"
2021/04/19,2021/03/19,愛情瞎攪禍,美國,1,"1,198","263,646"
2021/04/19,2021/03/19,鳴鳥不飛：Don’t stay gold,日本,10,"4,451","713,210"
2021/04/19,2021/03/19,動保蝙蝠俠,中華民國,1,"2,456","351,670"
2021/04/19,2021/03/12,花漾女子,美國,17,"30,987","7,314,373"
2021/04/19,2021/03/12,我愛你，你愛她，她愛他,法國,1,"1,182","252,201"
2021/04/19,2021/03/12,今天決定我愛你,南韓,2,"13,247","3,094,273"
2021/04/19,2021/03/12,倒數第N次分手,西班牙,1,446,"92,194"
2021/04/19,2021/03/05,尋龍使者：拉雅,美國,29,"247,938","59,966,641"
