統計起始日,上映日期,中文片名,國別地區,上映院數,累計銷售票數,累計銷售金額
2018/7/30,2018/07/27,喜歡你愛上你逃離你,法國,9,"3,146","695,671"
2018/7/30,2018/07/27,超能救援,美國,17,"2,677","603,644"
2018/7/30,2018/07/27,她們的故事,南韓,6,"1,089","242,573"
2018/7/30,2018/07/27,我的抓狂(女)友,法國,9,835,"183,173"
2018/7/30,2018/07/27,血琥珀,中華民國,4,594,"119,185"
2018/7/30,2018/07/27,冥房,加拿大,3,524,"116,400"
2018/7/30,2018/07/25,不可能的任務：全面瓦解,美國,94,"1,275,257","304,514,760"
2018/7/30,2018/07/20,把哥哥退貨可以嗎,泰國,63,"37,697","8,566,830"
2018/7/30,2018/07/20,願望咖啡館,義大利,7,"7,482","1,601,247"
2018/7/30,2018/07/20,?道上的阿波羅,日本,12,"2,536","560,952"
2018/7/30,2018/07/20,神佈局,俄羅斯,29,"16,686","3,727,424"
2018/7/30,2018/07/20,一袋彈珠,法國,6,"2,908","608,550"
2018/7/30,2018/07/20,鬼入夢,西班牙,21,"8,140","1,832,053"
2018/7/30,2018/07/20,震撼真相,美國,9,"3,273","711,404"
2018/7/30,2018/07/20,孤狼之血,日本,3,"2,041","456,998"
2018/7/30,2018/07/20,鬼嫁娘,俄羅斯,4,"2,238","491,165"
2018/7/30,2018/07/20,霧中的女孩,義大利,5,"2,409","545,932"
2018/7/30,2018/07/20,鬼太鼓座,日本,4,784,"166,729"
2018/7/30,2018/07/20,母親的告白,印度,3,718,"155,780"
2018/7/30,2018/07/20,揭密風暴,南韓,2,480,"113,200"
2018/7/30,2018/07/20,阿寶動物一族,法國,1,233,"46,465"
2018/7/30,2018/07/19,尖叫旅社3:怪獸假期,美國,86,"247,467","55,282,238"
2018/7/30,2018/07/13,小偷家族,日本,23,"51,759","11,551,632"
2018/7/30,2018/07/13,?本龍一：終章,日本,6,"8,893","1,949,639"
2018/7/30,2018/07/13,高年級姐妹會,美國,6,"15,399","3,597,597"
2018/7/30,2018/07/13,命帶追逐（2018數位修復版）,中華民國,3,"2,575","571,031"
2018/7/30,2018/07/13,友罪,日本,4,"5,715","1,296,799"
2018/7/30,2018/07/13,簡單的婚禮,新加坡,1,"1,021","224,910"
2018/7/30,2018/07/12,摩天大樓,美國,89,"762,026","178,415,131"
2018/7/30,2018/07/12,切小金家的旅館,中華民國,50,"84,700","19,205,306"
2018/7/30,2018/07/06,名偵探柯南:零的執行人,日本,60,"361,832","83,633,321"
2018/7/30,2018/07/04,蟻人與黃蜂女,美國,83,"1,249,734","293,672,699"
2018/7/30,2018/07/02,電影哆啦A夢:大雄的金銀島,日本,6,"43,928","10,069,109"
2018/7/30,2018/06/29,燃燒烈愛,南韓,2,"8,256","1,797,198"
2018/7/30,2018/06/29,街角的書店,英國,1,"6,405","1,371,225"
2018/7/30,2018/06/27,超人特攻隊2,美國,79,"1,103,931","252,079,337"
2018/7/30,2018/06/22,跟著IKEA衣櫥去旅行,美國,4,"22,315","5,068,720"
2018/7/30,2018/06/22,去年冬天，與你分別,日本,1,"4,210","917,237"
2018/7/30,2018/06/22,貼背戰,美國,1,"139,191","32,238,056"
2018/7/30,2018/06/15,看不見的台灣,中華民國,5,"9,852","2,159,387"
2018/7/30,2018/06/15,只有大海知道,中華民國,2,"36,808","8,189,802"
2018/7/30,2018/06/15,我的家人歐買尬,西班牙,1,851,"177,389"
2018/7/30,2018/06/15,大衛‧鮑伊is…,英國,1,433,"170,500"
2018/7/30,2018/06/14,瞞天過海:八面玲瓏,美國,5,"604,122","141,480,576"
2018/7/30,2018/06/06,侏羅紀世界:殞落國度,美國,28,"2,537,204","620,275,624"
2018/7/30,2018/06/01,211緊急呼救,美國,8,"15,618","3,178,960"
2018/7/30,2018/06/01,第十二夜(英國國家劇院現場),英國,1,403,"261,400"
2018/7/30,2018/06/01,犬之島,美國,5,"52,688","12,188,618"
2018/7/30,2018/06/01,猛龍怪客,美國,1,"54,237","12,089,169"
2018/7/30,2018/06/01,暴動之城,法國,1,"2,811","596,535"
2018/7/30,2018/05/25,高壓行動,美國,5,"46,191","9,941,554"
2018/7/30,2018/05/25,新參者完結篇：當祈禱落幕時,日本,1,"11,380","2,567,553"
2018/7/30,2018/05/25,波伽利：聲命之歌,義大利,1,"6,224","1,332,785"
2018/7/30,2018/05/25,天使，曾經來過,馬來西亞,1,"1,182","251,595"
2018/7/30,2018/05/23,星際大戰外傳:韓索羅,美國,7,"122,714","29,370,897"
2018/7/30,2018/05/21,姐就是美！,美國,7,"53,429","12,156,585"
2018/7/30,2018/05/15,死侍2,美國,11,"1,221,028","286,998,005"
2018/7/30,2018/05/11,真心話大冒險,美國,5,"219,164","49,897,452"
2018/7/30,2018/05/11,厭世媽咪日記,美國,2,"22,541","5,281,108"
2018/7/30,2018/05/11,今夜，在浪漫劇場與妳相遇,日本,2,"17,355","3,933,766"
2018/7/30,2018/05/11,市長夫人的秘密,中華民國,3,"21,135","4,643,490"
2018/7/30,2018/05/11,跨越8年的新娘,日本,1,"6,212","1,367,259"
2018/7/30,2018/05/04,視界戰,德國,6,"35,010","7,622,115"
2018/7/30,2018/05/04,親愛的初戀,美國,7,"58,698","13,269,985"
2018/7/30,2018/05/04,刺殺終點戰,美國,4,"17,729","3,806,087"
2018/7/30,2018/05/04,假掰英雄,法國,1,"1,563","322,170"
2018/7/30,2018/05/04,低壓槽,香港,1,"15,033","3,302,137"
2018/7/30,2018/04/25,復仇者聯盟：無限之戰,美國,6,"2,583,530","640,740,755"
2018/7/30,2018/04/20,野蠻公主玩婚記,南韓,1,"4,739","1,043,617"
2018/7/30,2018/04/20,人生無限露營車,義大利,1,"6,167","1,295,507"
2018/7/30,2018/04/13,真愛趁現在,美國,5,"15,409","3,274,806"
2018/7/30,2018/04/12,毀滅大作戰,美國,10,"590,197","136,777,882"
2018/7/30,2018/04/04,比得兔,美國,3,"125,452","27,532,428"
2018/7/30,2018/04/04,恩德培行動,美國,1,"27,538","5,853,517"
2018/7/30,2018/04/04,糯爾摩斯,美國,1,"24,458","5,261,825"
2018/7/30,2018/03/29,一級玩家,美國,10,"1,413,033","361,437,827"
2018/7/30,2018/03/16,人生起跑線,印度,2,"31,289","6,569,169"
2018/7/30,2018/02/28,紅雀,美國,3,"740,215","173,323,513"
2018/7/30,2018/02/15,萌牛費迪南,美國,1,"129,871","28,738,063"
2018/7/30,2017/12/22,與神同行,南韓,11,"2,200,495","512,997,952"
2018/8/6,2018/8/3,摯友維尼,美國,80,"71,780",16618195
2018/8/6,2018/8/3,怒火邊界2：毒刑者,美國,44,"20,958","4,616,357"
2018/8/6,2018/8/3,道別的早晨就用約定之花點綴吧,日本,9,"8,412","2,065,435"
2018/8/6,2018/8/3,鬼戲語,南韓,25,"7,649","1,619,405"
2018/8/6,2018/8/3,真假維梅爾,荷蘭,10,"3,161","653,430"
2018/8/6,2018/8/3,家族真命苦2,日本,4,632,"131,735"
2018/8/6,2018/8/3,鐘擺人生,日本,4,518,"108,030"
2018/8/6,2018/8/3,危險性交易,俄羅斯,3,122,"27,355"
2018/8/6,2018/8/3,魘影人,美國,3,80,"16,490"
2018/8/6,2018/8/1,媽媽咪呀！回來了,美國,85,"85,162",19536888
2018/8/6,2018/7/27,喜歡你愛上你逃離你,法國,9,"3,744","828,531"
2018/8/6,2018/7/27,她們的故事,南韓,4,"1,292","288,923"
2018/8/6,2018/7/27,我的抓狂(女)友,法國,3,911,"198,943"
2018/8/6,2018/7/27,超能救援,美國,9,"2,742","618,844"
2018/8/6,2018/7/27,血琥珀,中華民國,2,619,"124,270"
2018/8/6,2018/7/27,冥房,加拿大,1,533,"118,750"
2018/8/6,2018/7/25,不可能的任務：全面瓦解,美國,94,"1,551,829",368798201
2018/8/6,2018/7/20,願望咖啡館,義大利,6,"8,644","1,849,262"
2018/8/6,2018/7/20,把哥哥退貨可以嗎,泰國,27,"38,529","8,753,795"
2018/8/6,2018/7/20,一袋彈珠,法國,4,"3,198","670,360"
2018/8/6,2018/7/20,?道上的阿波羅,日本,8,"2,781","614,782"
2018/8/6,2018/7/20,震撼真相,美國,4,"3,496","760,354"
2018/8/6,2018/7/20,孤狼之血,日本,2,"2,131","476,368"
2018/8/6,2018/7/20,神佈局,俄羅斯,10,"16,751","3,742,429"
2018/8/6,2018/7/20,霧中的女孩,義大利,2,"2,419","548,042"
2018/8/6,2018/7/20,鬼嫁娘,俄羅斯,2,"2,247","493,195"
2018/8/6,2018/7/20,揭密風暴,南韓,1,487,"114,800"
2018/8/6,2018/7/20,母親的告白,印度,1,726,"157,280"
2018/8/6,2018/7/20,鬼入夢,西班牙,1,"8,146","1,833,453"
2018/8/6,2018/7/19,尖叫旅社3:怪獸假期,美國,84,"274,055","61,154,665"
2018/8/6,2018/7/13,小偷家族,日本,19,"56,242","12,565,122"
2018/8/6,2018/7/13,?本龍一：終章,日本,4,"9,564","2,099,314"
2018/8/6,2018/7/13,高年級姐妹會,美國,3,"15,650","3,652,202"
2018/8/6,2018/7/13,命帶追逐（2018數位修復版）,中華民國,2,"2,750","607,071"
2018/8/6,2018/7/13,友罪,日本,1,"5,749","1,304,969"
2018/8/6,2018/7/12,摩天大樓,美國,87,"789,363",184635999
2018/8/6,2018/7/12,切小金家的旅館,中華民國,17,"85,341","19,348,451"
2018/8/6,2018/7/6,名偵探柯南:零的執行人,日本,53,"369,114","85,347,117"
2018/8/6,2018/7/4,蟻人與黃蜂女,美國,73,"1,257,747",295542682
2018/8/6,2018/7/2,電影哆啦A夢:大雄的金銀島,日本,4,"44,260","10,145,544"
2018/8/6,2018/6/29,燃燒烈愛,南韓,1,"8,286","1,804,003"
2018/8/6,2018/6/27,超人特攻隊2,美國,66,"1,119,039",255547942
2018/8/6,2018/6/22,跟著IKEA衣櫥去旅行,美國,2,"22,349","5,075,805"
2018/8/6,2018/6/22,醫生敲愛錢,法國,1,"1,084","223,960"
2018/8/6,2018/6/15,只有大海知道,中華民國,3,"37,036","8,238,792"
2018/8/6,2018/6/15,冠軍大叔,南韓,5,"197,575","44,568,304"
2018/8/6,2018/6/15,看不見的台灣,中華民國,1,"10,021","2,196,567"
2018/8/6,2018/6/15,我的家人歐買尬,西班牙,2,884,"182,339"
2018/8/6,2018/6/6,侏羅紀世界:殞落國度,美國,11,"2,537,596","620,373,839"
2018/8/6,2018/6/1,211緊急呼救,美國,8,"16,247","3,234,645"
2018/8/6,2018/6/1,犬之島,美國,6,"53,295","12,228,188"
2018/8/6,2018/6/1,第十二夜(英國國家劇院現場),英國,3,450,"292,080"
2018/8/6,2018/6/1,耶爾瑪（英國國家劇院現場）,英國,2,261,"164,720"
2018/8/6,2018/6/1,真愛收信中,美國,2,"6,063","1,260,460"
2018/8/6,2018/6/1,猛龍怪客,美國,3,"54,363","12,105,049"
2018/8/6,2018/5/25,高壓行動,美國,4,"46,458","9,960,104"
2018/8/6,2018/5/25,波伽利：聲命之歌,義大利,2,"6,309","1,345,795"
2018/8/6,2018/5/25,新參者完結篇：當祈禱落幕時,日本,2,"11,464","2,580,413"
2018/8/6,2018/5/25,天使，曾經來過,馬來西亞,1,"1,261","255,940"
2018/8/6,2018/5/23,星際大戰外傳:韓索羅,美國,7,"123,764","29,437,942"
2018/8/6,2018/5/21,姐就是美！,美國,7,"54,129","12,210,295"
2018/8/6,2018/5/15,死侍2,美國,12,"1,224,278",287248645
2018/8/6,2018/5/11,真心話大冒險,美國,5,"219,862","49,962,037"
2018/8/6,2018/5/11,今夜，在浪漫劇場與妳相遇,日本,1,"17,400","3,940,066"
2018/8/6,2018/5/11,厭世媽咪日記,美國,1,"22,585","5,287,268"
2018/8/6,2018/5/4,視界戰,德國,6,"35,514","7,660,205"
2018/8/6,2018/5/4,親愛的初戀,美國,3,"58,907","13,294,815"
2018/8/6,2018/5/4,刺殺終點戰,美國,1,"17,795","3,809,717"
2018/8/6,2018/5/4,假掰英雄,法國,2,"1,586","325,620"
2018/8/6,2018/4/25,復仇者聯盟：無限之戰,美國,13,"2,587,660","641,084,085"
2018/8/6,2018/4/20,人生無限露營車,義大利,1,"6,199","1,298,707"
2018/8/6,2018/4/13,真愛趁現在,美國,2,"15,484","3,284,826"
2018/8/6,2018/4/12,毀滅大作戰,美國,7,"591,008","136,840,162"
2018/8/6,2018/4/4,比得兔,美國,1,"125,901","27,554,878"
2018/8/6,2018/4/4,恩德培行動,美國,1,"27,636","5,863,317"
2018/8/6,2018/4/4,糯爾摩斯,美國,1,"24,565","5,271,375"
2018/8/6,2018/3/29,一級玩家,美國,6,"1,414,112","361,513,547"
2018/8/6,2018/2/28,淑女鳥,美國,1,"35,438","7,984,470"
2018/8/6,2018/2/28,紅雀,美國,1,"740,243","173,326,463"
2018/8/6,2017/12/22,與神同行,南韓,11,"2,201,439","513,215,667"
2018/8/6,2017/8/4,REAL,南韓,1,"23,345","5,158,158"
2018/8/13,2018/08/10,巨齒鯊,美國,91,"476,394","111,578,539"
2018/8/13,2018/08/10,蠟筆小新電影功夫小子之拉麵大亂鬥！,日本,18,"19,546","4,433,950"
2018/8/13,2018/08/10,娼年,日本,9,"3,452","744,557"
2018/8/13,2018/08/10,永遠愛妳，惠妮！,美國,13,"1,683","376,708"
2018/8/13,2018/08/10,我的冠軍男友,瑞士,4,"1,030","223,740"
2018/8/13,2018/08/10,K SEVEN STORIES EPISODE 2「SIDE：BLUE～猶如天狼～」,日本,6,915,"215,014"
2018/8/13,2018/08/10,柏格曼：大師狂想,瑞典,6,576,"122,561"
2018/8/13,2018/08/10,夏日大作戰,日本,3,600,"131,975"
2018/8/13,2018/08/10,記憶大師,中國大陸,3,406,"91,655"
2018/8/13,2018/08/10,跳躍吧！時空少女,日本,3,495,"109,155"
2018/8/13,2018/08/10,三生三世十里桃花,中國大陸,3,507,"114,470"
2018/8/13,2018/08/10,怪物的孩子,日本,3,172,"36,030"
2018/8/13,2018/08/10,RE：BORN重生之鬼,日本,3,126,"28,460"
2018/8/13,2018/08/10,驚神時光屋,加拿大,3,44,"10,250"
2018/8/13,2018/08/08,與神同行：最終審判,南韓,83,"1,487,600","355,612,485"
2018/8/13,2018/08/03,摯友維尼,美國,72,"89,329","20,717,361"
2018/8/13,2018/08/03,道別的早晨就用約定之花點綴吧,日本,9,"11,947","2,921,032"
2018/8/13,2018/08/03,怒火邊界2：毒刑者,美國,30,"23,299","5,135,321"
2018/8/13,2018/08/03,真假維梅爾,荷蘭,8,"3,869","799,010"
2018/8/13,2018/08/03,鬼戲語,南韓,10,"8,300","1,751,885"
2018/8/13,2018/08/03,家族真命苦2,日本,2,673,"140,035"
2018/8/13,2018/08/03,鐘擺人生,日本,2,526,"109,675"
2018/8/13,2018/08/03,危險性交易,俄羅斯,1,128,"28,615"
2018/8/13,2018/08/01,媽媽咪呀！回來了,美國,79,"101,075","23,240,368"
2018/8/13,2018/07/27,喜歡你愛上你逃離你,法國,1,"3,868","855,881"
2018/8/13,2018/07/25,不可能的任務：全面瓦解,美國,92,"1,708,651","405,260,034"
2018/8/13,2018/07/20,願望咖啡館,義大利,6,"9,325","1,995,127"
2018/8/13,2018/07/20,把哥哥退貨可以嗎,泰國,3,"38,685","8,789,505"
2018/8/13,2018/07/20,一袋彈珠,法國,1,"3,328","697,600"
2018/8/13,2018/07/20,?道上的阿波羅,日本,1,"2,823","623,782"
2018/8/13,2018/07/19,尖叫旅社3:怪獸假期,美國,71,"289,602","64,573,920"
2018/8/13,2018/07/13,小偷家族,日本,8,"58,853","13,152,067"
2018/8/13,2018/07/13,?本龍一：終章,日本,3,"9,842","2,161,114"
2018/8/13,2018/07/13,命帶追逐（2018數位修復版）,中華民國,1,"2,875","635,606"
2018/8/13,2018/07/13,高年級姐妹會,美國,1,"15,731","3,669,167"
2018/8/13,2018/07/13,決戰賽末點,瑞典,1,557,"119,990"
2018/8/13,2018/07/12,摩天大樓,美國,62,"797,813","186,548,167"
2018/8/13,2018/07/12,切小金家的旅館,中華民國,3,"85,408","19,363,386"
2018/8/13,2018/07/06,名偵探柯南:零的執行人,日本,20,"373,154","86,303,058"
2018/8/13,2018/07/04,蟻人與黃蜂女,美國,22,"1,259,619","295,992,564"
2018/8/13,2018/07/02,電影哆啦A夢:大雄的金銀島,日本,3,"44,454","10,190,394"
2018/8/13,2018/06/29,愛情不輪轉,法國,1,"2,439","524,812"
2018/8/13,2018/06/29,鋼鐵墳墓2,美國,2,"67,405","15,051,794"
2018/8/13,2018/06/27,超人特攻隊2,美國,49,"1,127,713","257,491,282"
2018/8/13,2018/06/22,貼背戰,美國,3,"140,158","32,293,056"
2018/8/13,2018/06/22,信徒,南韓,2,"5,013","1,129,511"
2018/8/13,2018/06/22,醫生敲愛錢,法國,1,"1,158","235,300"
2018/8/13,2018/06/22,跟著IKEA衣櫥去旅行,美國,1,"22,386","5,084,085"
2018/8/13,2018/06/15,冠軍大叔,南韓,9,"199,596","44,741,404"
2018/8/13,2018/06/15,只有大海知道,中華民國,2,"37,269","8,285,802"
2018/8/13,2018/06/15,宿怨,美國,3,"113,143","26,312,205"
2018/8/13,2018/06/15,看不見的台灣,中華民國,1,"10,082","2,199,617"
2018/8/13,2018/06/06,侏羅紀世界:殞落國度,美國,3,"2,537,697","620,400,019"
2018/8/13,2018/06/04,富麗秀（英國國家劇院現場）,英國,1,818,"546,040"
2018/8/13,2018/06/01,犬之島,美國,5,"54,039","12,295,498"
2018/8/13,2018/06/01,第十二夜(英國國家劇院現場),英國,2,544,"353,440"
2018/8/13,2018/06/01,猛龍怪客,美國,5,"54,796","12,144,919"
2018/8/13,2018/06/01,真愛收信中,美國,3,"6,459","1,295,080"
2018/8/13,2018/06/01,211緊急呼救,美國,5,"16,429","3,250,455"
2018/8/13,2018/05/25,新參者完結篇：當祈禱落幕時,日本,2,"11,572","2,597,273"
2018/8/13,2018/05/25,波伽利：聲命之歌,義大利,2,"6,384","1,357,385"
2018/8/13,2018/05/25,高壓行動,美國,2,"46,533","9,966,024"
2018/8/13,2018/05/23,星際大戰外傳:韓索羅,美國,6,"124,423","29,481,247"
2018/8/13,2018/05/21,姐就是美！,美國,5,"54,507","12,238,140"
2018/8/13,2018/05/15,死侍2,美國,13,"1,226,177","287,412,895"
2018/8/13,2018/05/11,真心話大冒險,美國,9,"221,013","50,050,047"
2018/8/13,2018/05/11,厭世媽咪日記,美國,1,"22,620","5,292,168"
2018/8/13,2018/05/04,視界戰,德國,4,"35,921","7,693,575"
2018/8/13,2018/05/04,親愛的初戀,美國,2,"58,969","13,303,695"
2018/8/13,2018/04/25,復仇者聯盟：無限之戰,美國,14,"2,591,907","641,421,600"
2018/8/13,2018/04/20,鬼病院：靈異直播,南韓,1,"109,371","24,899,699"
2018/8/13,2018/04/13,真愛趁現在,美國,1,"15,581","3,299,046"
2018/8/13,2018/04/12,毀滅大作戰,美國,6,"591,381","136,868,187"
2018/8/13,2018/04/09,生生,中華民國,1,346,"83,040"
2018/8/13,2018/04/04,比得兔,美國,1,"126,376","27,578,628"
2018/8/13,2018/04/04,恩德培行動,美國,1,"27,708","5,870,517"
2018/8/13,2018/04/04,糯爾摩斯,美國,1,"24,600","5,274,615"
2018/8/13,2018/03/29,一級玩家,美國,5,"1,414,679","361,551,237"
2018/8/13,2018/02/28,淑女鳥,美國,1,"35,549","7,994,570"
2018/8/13,2017/11/24,不思議女人,法國,1,"1,592","337,866"
2018/8/13,2017/03/24,我和我的冠軍女兒,印度,3,"728,247","166,966,601"
2018/8/20,2018/08/17,鬥魚,中華民國,72,"94,793","21,476,861"
2018/8/20,2018/08/17,未來的未來,日本,67,"42,870","9,838,058"
2018/8/20,2018/08/17,老娘也要當間諜,英國,55,"41,223","9,436,020"
2018/8/20,2018/08/17,每天回家老婆都在裝死,日本,40,"34,017","7,763,587"
2018/8/20,2018/08/17,拳力逃脫,美國,67,"45,224","9,955,969"
2018/8/20,2018/08/17,范保德,中華民國,21,"9,552","2,152,978"
2018/8/20,2018/08/17,湯瑪士小火車：環遊世界大冒險,英國,15,"8,765","2,085,121"
2018/8/20,2018/08/17,飛上天空的輪胎,日本,16,"2,798","621,981"
2018/8/20,2018/08/17,黃昏清兵衛,日本,4,521,"108,965"
2018/8/20,2018/08/17,劊樂小丑,美國,3,751,"165,295"
2018/8/20,2018/08/17,愛的所有格,印尼,3,254,"53,400"
2018/8/20,2018/08/10,巨齒鯊,美國,91,"608,220","142,643,899"
2018/8/20,2018/08/10,蠟筆小新電影功夫小子之拉麵大亂鬥！,日本,18,"24,087","5,474,170"
2018/8/20,2018/08/10,娼年,日本,5,"3,978","858,302"
2018/8/20,2018/08/10,K SEVEN STORIES EPISODE 2「SIDE：BLUE～猶如天狼～」,日本,6,"1,109","259,695"
2018/8/20,2018/08/10,永遠愛妳，惠妮！,美國,7,"1,857","414,618"
2018/8/20,2018/08/10,我的冠軍男友,瑞士,4,"1,184","255,940"
2018/8/20,2018/08/10,柏格曼：大師狂想,瑞典,4,719,"151,561"
2018/8/20,2018/08/10,夏日大作戰,日本,2,666,"147,546"
2018/8/20,2018/08/10,跳躍吧！時空少女,日本,2,553,"122,338"
2018/8/20,2018/08/10,怪物的孩子,日本,2,204,"43,520"
2018/8/20,2018/08/10,三生三世十里桃花,中國大陸,2,526,"118,780"
2018/8/20,2018/08/10,記憶大師,中國大陸,2,423,"95,575"
2018/8/20,2018/08/08,與神同行：最終審判,南韓,83,"1,774,485","424,367,571"
2018/8/20,2018/08/03,摯友維尼,美國,44,"96,030","22,328,097"
2018/8/20,2018/08/03,道別的早晨就用約定之花點綴吧,日本,10,"14,367","3,532,125"
2018/8/20,2018/08/03,怒火邊界2：毒刑者,美國,6,"23,675","5,220,451"
2018/8/20,2018/08/03,真假維梅爾,荷蘭,3,"4,028","833,055"
2018/8/20,2018/08/03,鬼戲語,南韓,2,"8,370","1,765,615"
2018/8/20,2018/08/01,媽媽咪呀！回來了,美國,41,"105,840","24,351,846"
2018/8/20,2018/07/27,喜歡你愛上你逃離你,法國,1,"3,896","862,401"
2018/8/20,2018/07/25,不可能的任務：全面瓦解,美國,85,"1,793,343","425,158,475"
2018/8/20,2018/07/20,願望咖啡館,義大利,3,"9,639","2,062,247"
2018/8/20,2018/07/20,把哥哥退貨可以嗎,泰國,2,"38,725","8,804,045"
2018/8/20,2018/07/20,一袋彈珠,法國,1,"3,367","706,090"
2018/8/20,2018/07/20,震撼真相,美國,1,"3,568","767,554"
2018/8/20,2018/07/19,尖叫旅社3:怪獸假期,美國,47,"299,953","66,886,549"
2018/8/20,2018/07/13,小偷家族,日本,7,"60,534","13,527,252"
2018/8/20,2018/07/13,?本龍一:async紐約現場,美國,1,659,"164,448"
2018/8/20,2018/07/13,決戰賽末點,瑞典,2,697,"141,730"
2018/8/20,2018/07/13,?本龍一：終章,日本,2,"9,924","2,179,029"
2018/8/20,2018/07/13,命帶追逐（2018數位修復版）,中華民國,1,"2,919","644,841"
2018/8/20,2018/07/12,摩天大樓,美國,24,"799,605","186,958,077"
2018/8/20,2018/07/06,名偵探柯南:零的執行人,日本,13,"376,130","87,004,752"
2018/8/20,2018/07/04,蟻人與黃蜂女,美國,4,"1,259,992","296,081,494"
2018/8/20,2018/07/02,電影哆啦A夢:大雄的金銀島,日本,2,"44,721","10,248,089"
2018/8/20,2018/06/29,鋼鐵墳墓2,美國,7,"68,614","15,136,944"
2018/8/20,2018/06/29,愛情不輪轉,法國,1,"2,528","538,522"
2018/8/20,2018/06/27,超人特攻隊2,美國,35,"1,133,386","258,767,222"
2018/8/20,2018/06/22,貼背戰,美國,5,"141,433","32,368,326"
2018/8/20,2018/06/22,信徒,南韓,2,"5,203","1,151,521"
2018/8/20,2018/06/22,醫生敲愛錢,法國,1,"1,204","242,200"
2018/8/20,2018/06/22,跟著IKEA衣櫥去旅行,美國,1,"22,395","5,086,135"
2018/8/20,2018/06/15,冠軍大叔,南韓,14,"202,736","45,004,084"
2018/8/20,2018/06/15,只有大海知道,中華民國,3,"37,762","8,384,462"
2018/8/20,2018/06/15,看不見的台灣,中華民國,2,"10,334","2,217,437"
2018/8/20,2018/06/15,宿怨,美國,3,"113,351","26,329,925"
2018/8/20,2018/06/14,瞞天過海:八面玲瓏,美國,2,"605,525","141,554,991"
2018/8/20,2018/06/06,侏羅紀世界:殞落國度,美國,8,"2,538,663","620,505,509"
2018/8/20,2018/06/01,耶爾瑪（英國國家劇院現場）,英國,5,379,"242,240"
2018/8/20,2018/06/01,犬之島,美國,7,"54,540","12,342,718"
2018/8/20,2018/06/01,猛龍怪客,美國,6,"55,358","12,185,564"
2018/8/20,2018/06/01,真愛收信中,美國,5,"6,887","1,330,990"
2018/8/20,2018/05/25,新參者完結篇：當祈禱落幕時,日本,2,"11,690","2,614,613"
2018/8/20,2018/05/25,波伽利：聲命之歌,義大利,1,"6,475","1,370,685"
2018/8/20,2018/05/23,星際大戰外傳:韓索羅,美國,5,"124,859","29,511,052"
2018/8/20,2018/05/21,姐就是美！,美國,2,"54,622","12,247,865"
2018/8/20,2018/05/15,死侍2,美國,9,"1,227,301","287,515,695"
2018/8/20,2018/05/11,真心話大冒險,美國,7,"221,852","50,112,267"
2018/8/20,2018/05/11,尋愛偵探阿洛伊斯,瑞士,1,"1,517","329,625"
2018/8/20,2018/05/04,視界戰,德國,2,"36,040","7,704,455"
2018/8/20,2018/04/27,羊之木,日本,1,"12,854","2,873,895"
2018/8/20,2018/04/25,復仇者聯盟：無限之戰,美國,13,"2,594,250","641,605,000"
2018/8/20,2018/04/20,頂尖高手,美國,4,458,"97,080"
2018/8/20,2018/04/20,鬼病院：靈異直播,南韓,1,"109,435","24,904,959"
2018/8/20,2018/04/13,真愛趁現在,美國,1,"15,629","3,305,766"
2018/8/20,2018/04/12,毀滅大作戰,美國,2,"591,544","136,881,667"
2018/8/20,2018/04/04,恩德培行動,美國,1,"27,740","5,873,717"
2018/8/20,2018/03/29,一級玩家,美國,4,"1,415,098","361,577,642"
2018/8/20,2018/02/28,淑女鳥,美國,1,"35,588","7,998,100"
2018/8/20,2017/12/22,與神同行,南韓,3,"2,203,051","513,584,962"
2018/8/20,2017/12/02,大世界,中國大陸,1,321,"70,888"
2018/8/27,2018/8/24,瘋狂亞洲富豪,美國,79,"134,098","31,642,673"
2018/8/27,2018/8/24,大師兄,香港,82,"117,302","25,998,803"
2018/8/27,2018/8/24,殺戮元年,美國,73,"56,379","12,884,895"
2018/8/27,2018/8/24,闇黑之心,美國,75,"42,368","9,586,158"
2018/8/27,2018/8/24,全面霾伏,法國,34,"30,346","7,065,107"
2018/8/27,2018/8/24,銀魂2：規矩是為了被打破而存在的,日本,28,"21,029","4,981,227"
2018/8/27,2018/8/24,我願意,美國,22,"3,611","795,991"
2018/8/27,2018/8/24,她的錯誤教育,法國,8,"2,004","432,410"
2018/8/27,2018/8/24,地球另一端的守候,加拿大,6,787,"159,565"
2018/8/27,2018/8/24,絕命警告信,西班牙,6,603,"129,581"
2018/8/27,2018/8/24,隱劍鬼爪,日本,4,405,"84,425"
2018/8/27,2018/8/24,來自未來的她,波蘭,3,19,"4,470"
2018/8/27,2018/8/17,鬥魚,中華民國,70,"121,081","27,431,616"
2018/8/27,2018/8/17,未來的未來,日本,63,"51,829","11,886,290"
2018/8/27,2018/8/17,每天回家老婆都在裝死,日本,36,"41,993","9,613,958"
2018/8/27,2018/8/17,老娘也要當間諜,英國,49,"46,235","10,591,700"
2018/8/27,2018/8/17,拳力逃脫,美國,60,"48,248","10,638,997"
2018/8/27,2018/8/17,范保德,中華民國,15,"12,499","2,811,512"
2018/8/27,2018/8/17,湯瑪士小火車：環遊世界大冒險,英國,15,"10,527","2,491,194"
2018/8/27,2018/8/17,飛上天空的輪胎,日本,8,"3,143","697,881"
2018/8/27,2018/8/17,黃昏清兵衛,日本,2,572,"119,635"
